"AC","Description","Fortitude","HP","Initiative","Other Abilities","Other Health","Reflex","Senses","Speed","Will","id","name"
"18","Medium natural humanoid XP 150 ","16","47","+5","Halberd (standard; at-will)  Weapon Reach 2; +10 vs. AC; 1d10 + 3 damage, and the target is marked until the end of the human guard's next turn. M Powerful Strike (standard; recharge   )  Weapon Requires halberd; reach 2; +10 vs. AC; 1d10 + 7 damage, and the target is knocked prone. R Crossbow (standard; at-will)  Weapon Ranged 15/30; +9 vs. AC; 1d8 + 2 damage. Alignment Any Languages Common Skills Streetwise +7 Str 16 (+4) Dex 14 (+3) Wis 11 (+1) Con 15 (+3) Int 10 (+1) Cha 12 (+2) Equipment chainmail, halberd, crossbow with 20 bolts","HP 47; Bloodied 23 ","15","Perception +6 ","5","14","189",""
"15","Medium natural humanoid XP 175 ","15","66","+3","Greataxe (standard; at-will)  Weapon +7 vs. AC; 1d12 + 4 damage (crit 1d12 + 16). M Battle Fury (free, when first bloodied; encounter) The human berserker makes a melee basic attack with a +4 bonus to the attack roll and deals an extra 1d6 damage on a hit. R Handaxe (standard; at-will)  Weapon Ranged 5/10; +5 vs. AC; 1d6 + 3 damage. Alignment Any Languages Common Skills Athletics +9, Endurance +9 Str 17 (+5) Dex 12 (+3) Wis 11 (+2) Con 16 (+5) Int 10 (+2) Cha 12 (+3) Equipment hide armor, greataxe, 2 handaxes","HP 66; Bloodied 33; see also battle fury ","14","Perception +2 ","7","14","190",""
"17","Medium natural humanoid XP 175 ","13","42","+4","Quarterstaff (standard; at-will)  Weapon +4 vs. AC; 1d8 damage. r Magic Missile (standard; at-will)  Force Ranged 20; +7 vs. Reflex; 2d4 + 4 force damage. R Dancing Lightning (standard; encounter)  Lightning The mage makes a separate attack against 3 different targets: ranged 10; +7 vs. Reflex; 1d6 + 4 lightning damage. A Thunder Burst (standard; encounter)  Thunder Area burst 1 within 10; +7 vs. Fortitude; 1d8 + 4 thunder damage, and the target is dazed (save ends). Alignment Any Languages Common Skills Arcana +11 Str 10 (+2) Dex 14 (+4) Wis 17 (+5) Con 12 (+3) Int 18 (+6) Cha 12 (+3) Equipment robes, quarterstaff, wand","HP 42; Bloodied 21 ","14","Perception +5 ","6","15","191",""
"25","Large natural beast (reptile) XP 3,500 ","26","620","+9",", swim 10 Action Points 2Bite (standard; at-will) Reach 2; +14 vs. AC; 1d8 + 5 damage. M Hydra Fury (standard; at-will) The fen hydra makes four bite attacks. Many-Headed Each time the fen hydra becomes dazed or stunned, it loses one attack on its next turn instead. Multiple such effects stack. Threatening Reach The fen hydra can make opportunity attacks against all enemies within its reach (2 squares). Alignment Unaligned Languages -- Skills Stealth +14 Str 20 (+11) Dex 16 (+9) Wis 14 (+8) Con 20 (+11) Int 2 (+2) Cha 8 (+5)","HP 620; Bloodied 310 ","24","Perception +13; all-around vision ","5","23","192",""
"31","Huge natural beast (reptile) XP 10,000 ","33","880","+13",", swim 12 Action Points 2Bite (standard; at-will) Reach 3; +21 vs. AC; 1d8 + 6 damage. r Acid Spit (standard; at-will)  Acid Ranged 10; +18 vs. Reflex; 1d8 + 6 acid damage. M Hydra Fury (standard; at-will) The mordant hydra makes six basic attacks (any combination of bite attacks and acid spit attacks). Many-Headed Each time the mordant hydra becomes dazed or stunned, it loses one attack on its next turn instead. Multiple such effects stack. Threatening Reach The mordant hydra can make opportunity attacks against all enemies within its reach (3 squares). Alignment Unaligned Languages -- Str 22 (+15) Dex 18 (+13) Wis 16 (+12) Con 24 (+16) Int 2 (+5) Cha 8 (+8)","HP 880; Bloodied 440 ","30","Perception +17; all-around vision, low-light vision ","6","29","193",""
"38","Gargantuan elemental beast (reptile) XP 35,000 ","40","1","+18",", swim 16 Action Points 2Bite (standard; at-will) Reach 4; +28 vs. AC (+30 with opportunity attacks); 1d10 + 8 damage, or 1d10 + 13 on a successful opportunity attack. r Flaming Acid Spit (standard; at-will)  Acid , Fire Ranged 10; +25 vs. Reflex; 1d10 + 8 acid and fire damage. M Hydra Fury (standard; at-will) The primordial hydra makes eight basic attacks (any combination of bite attacks and flaming acid spit attacks). Many-Headed Each time the primordial hydra becomes dazed or stunned, it loses one attack on its next turn instead. Multiple such effects stack. Threatening Reach The primordial hydra can make opportunity attacks against all enemies within its reach (4 squares). Alignment Chaotic evil Languages -- Str 26 (+20) Dex 22 (+18) Wis 18 (+16) Con 32 (+23) Int 4 (+9) Cha 12 (+13)","HP 1,200; Bloodied 600 ","35","Perception +21; all-around vision, darkvision ","8","33","194",""
"19","Large elemental beast XP 300 ","20","96","+5","Bite (standard; at-will)  Acid +10 vs. AC; 1d6 + 5 damage, and ongoing 5 acid damage (save ends); see also pack attack.","HP 96; Bloodied 48; see also acid bloodspurt ","17","Perception +11; low-light vision ","8","18","195",""
"17","Small natural humanoid XP 150 ","13","36","+4","Spear (standard; at-will)  Weapon +7 vs. AC; 1d8 damage. R Energy Orb (standard; at-will)  see text Ranged 10; +6 vs. Reflex; 1d10 + 3 damage of a chosen type (based on the dragon served). C Incite Faith (minor; encounter) Close burst 10; kobold allies in the burst gain 5 temporary hit points and shift 1 square. C Dragon Breath (standard; encounter)  see text Close blast 3; +6 vs. Fortitude; 1d10 + 3 damage of a chosen type (based on the dragon served). Miss: Half damage. Shifty (minor; at-will) The kobold shifts 1 square. Trap Sense The kobold gains a +2 bonus to all defenses against traps. Alignment Evil Languages Common, Draconic Skills Stealth +10, Thievery +10 Str 9 (+0) Dex 16 (+4) Wis 17 (+4) Con 12 (+2) Int 9 (+0) Cha 12 (+2) Equipment hide armor, spear, bone mask","HP 36; Bloodied 18 ","15","Perception +4; darkvision ","6","15","196",""
"18","Small natural humanoid XP 125 ","14","36","+4","Short Sword (standard; at-will)  Weapon +7 vs. AC; 1d6 + 3 damage, and the target is marked until the end of the kobold dragonshield's next turn. Dragonshield Tactics (immediate reaction, when an adjacent enemy shifts away or an enemy moves adjacent; at-will) The kobold dragonshield shifts 1 square. Mob Attack The kobold dragonshield gains a +1 bonus to attack rolls per kobold ally adjacent to the target. Shifty (minor; at-will) The kobold shifts 1 square. Trap Sense The kobold gains a +2 bonus to all defenses against traps. Alignment Evil Languages Common, Draconic Skills Acrobatics +5, Stealth +7, Thievery +7 Str 14 (+3) Dex 13 (+2) Wis 12 (+2) Con 12 (+2) Int 9 (+0) Cha 10 (+1) Equipment scale armor, heavy shield, short sword","HP 36; Bloodied 18 ","13","Perception +2; darkvision ","5","13","197",""
"18","Small natural humanoid XP 175 ","12","42","+10","Short Sword (standard; at-will)  Weapon +9 vs. AC; 1d6 damage. M Twin Slash (standard; at-will)  Weapon Requires combat advantage; the kobold slyblade makes 2 short sword attacks. If both attacks hit the same target, the target takes ongoing 5 damage (save ends). Combat Advantage The kobold slyblade deals an extra 1d6 damage on melee attacks against any target it has combat advantage against. Sly Dodge (immediate interrupt, when targeted by a melee or a ranged attack; at-will) The kobold slyblade redirects the attack to an adjacent kobold minion. Shifty (minor; at-will) The kobold shifts 1 square. Trap Sense The kobold gains a +2 bonus to all defenses against traps. Alignment Evil Languages Common, Draconic Skills Acrobatics +11, Stealth +13, Thievery +13 Str 9 (+1) Dex 18 (+6) Wis 12 (+3) Con 12 (+3) Int 9 (+1) Cha 14 (+4) Equipment leather armor, 2 short swords","HP 42; Bloodied 21 ","16","Perception +3; darkvision ","6","14","198",""
"22","Large natural beast (reptile) XP 500 ","21","148","+7",", burrow 3 (tunneling), climb 6 Action Points 1Claw (standard; at-will) +11 vs. AC; 1d10 + 5 damage. C Acid Blast (standard; at-will)  Acid Close blast 5; targets enemies; +9 vs. Fortitude; 1d6 + 4 acid damage, and the target takes ongoing 5 acid damage and is weakened (save ends both). Alignment Unaligned Languages -- Str 20 (+8) Dex 18 (+7) Wis 12 (+4) Con 18 (+7) Int 4 (+0) Cha 10 (+3)","HP 148; Bloodied 74 ","20","Perception +4; low-light vision, tremorsense 10 Hive Frenzy aura 2; allied kruthiks in the aura deal double damage with basic attacks. ","6","17","199",""
"29","Medium natural humanoid (aquatic) XP 350 ","24","1","+11",", swim 6Spear (standard; at-will)  Weapon +21 vs. AC; 7 damage. Slick Maneuver (move; at-will) A kuo-toa adjacent to an enemy shifts to any other square adjacent to that enemy. Alignment Evil Languages Deep Speech Str 15 (+10) Dex 16 (+11) Wis 9 (+7) Con 15 (+10) Int 11 (+8) Cha 13 (+9) Equipment leather armor, light shield, spear","HP 1; a missed attack never damages a minion. ","25","Perception +12; darkvision ","6","23","200",""
"28","Medium natural humanoid (aquatic) XP 1,000 ","26","137","+12",", swim 6Harpoon (standard; at-will)  Weapon +20 vs. AC; 1d8 + 3 damage, and the target is grabbed and takes ongoing 5 damage (until escape). While the target is grabbed, the kuo-toa harpooner cannot use the harpoon to make attacks. R Reeling Harpoon (standard; at-will)  Weapon Ranged 5/10; +20 vs. AC; 1d8 + 3 damage, and the kuo-toa harpooner makes a secondary attack against the same target. Secondary Attack: +18 vs. Fortitude; 1d8 + 3 damage, and the target is pulled 3 squares. M Sticky Shield (immediate reaction, when missed by a melee attack; at-will) The kuo-toa harpooner makes an attack against the attacker: +18 vs. Reflex; a weapon wielded by the target drops in the target's space. Slick Maneuver (move; at-will) A kuo-toa adjacent to an enemy shifts to any other square adjacent to that enemy. Alignment Evil Languages Deep Speech Str 17 (+10) Dex 17 (+10) Wis 13 (+8) Con 17 (+10) Int 13 (+8) Cha 15 (+9) Equipment leather armor, slimy light shield, 4 harpoons","HP 137; Bloodied 68 ","26","Perception +13; darkvision ","6","24","201",""
"25","Medium natural humanoid (aquatic) XP 700 ","22","119","+11",", swim 6Skewering Spear (standard; at-will)  Weapon +17 vs. AC (+19 while bloodied); 1d8 + 4 damage, and ongoing 5 damage (save ends). M Sticky Shield (immediate reaction, when missed by a melee attack; at-will) The kuo-toa marauder makes an attack against the attacker: +15 vs. Reflex; a weapon wielded by the target drops in the target's space. Quick Step (minor, usable only while bloodied; at-will) The kuo-toa marauder shifts 1 square. Slick Maneuver (move; at-will) A kuo-toa adjacent to an enemy shifts to any other square adjacent to that enemy. Alignment Evil Languages Deep Speech Str 15 (+8) Dex 16 (+9) Wis 11 (+6) Con 15 (+8) Int 11 (+6) Cha 13 (+7) Equipment leather armor, slimy light shield, spear","HP 119; Bloodied 59 ","23","Perception +11; darkvision ","6","21","202",""
"30","Medium natural humanoid (aquatic) XP 1,400 ","27","153","+15",", swim 6Slam (standard; at-will) +21 vs. AC; 2d10 + 4 damage. r Crossbow (standard; at-will)  Weapon Ranged 15/30; +21 vs. AC; 1d8 + 5 damage. M Leap Kick (standard; at-will) The kuo-toa monitor shifts 2 squares and makes a slam attack. M Lightning Fist (standard; encounter)  Lightning +19 vs. Reflex; 3d8 + 4 lightning damage, and the target is stunned (save ends). Slick Maneuver (move; at-will) A kuo-toa adjacent to an enemy shifts to any other square adjacent to that enemy. Alignment Evil Languages Deep Speech Skills Acrobatics +18, Dungeoneering +15 Str 19 (+12) Dex 20 (+13) Wis 15 (+10) Con 17 (+11) Int 15 (+10) Cha 16 (+11) Equipment leather armor, crossbow with 20 bolts","HP 153; Bloodied 76 ","28","Perception +15; darkvision ","6","26","203",""
"28","Medium fey magical beast (shapechanger) XP 1,400 ","25","244","+8",", climb 6 Action Points 1Cursed Touch (standard; at-will)  Healing +16 vs. Fortitude; 1d6 + 4 damage, and the target is dazed (save ends). In addition, the lamia regains a number of hit points equal to the amount of damage dealt. M Devouring Swarm (standard; sustain minor; at-will) Reach 5; +16 vs. Fortitude; 3d6 + 4 damage. When the lamia sustains this power, the devouring swarm deals 3d6 + 4 damage to the target (no attack roll required). The target must be within this power's range for the lamia to sustain the power. C Pacifying Burst (standard; recharge   )  Psychic Close burst 5; +16 vs. Will; the target is stunned (save ends). Change Shape (minor; at-will)  Polymorph A lamia can alter its physical form to appear as an attractive Medium humanoid of any race or gender (see Change Shape, page 280). Squeezing Swarm By altering its shape, a lamia can squeeze through small openings as if it were a Tiny creature (see Squeeze, Player's Handbook 292). Alignment Evil Languages Common, Elven Skills Arcana +14, Bluff +16, Insight +13 Str 13 (+7) Dex 14 (+8) Wis 14 (+8) Con 18 (+10) Int 17 (+9) Cha 21 (+11)","HP 244; Bloodied 122 ","24","Perception +13 Swarm's Embrace aura 1; an enemy that starts its turn in the aura takes 10 damage. ","6","26","204",""
"35","Medium natural magical beast (undead) XP 6,400 ","30","304","+13"," Action Points 1Corrupting Touch (standard; at-will)  Necrotic +24 vs. Fortitude; 2d6 + 5 necrotic damage. R Horrific Visage (minor; recharge   )  Fear Ranged 10; +24 vs. Will; the target cannot attack the larva mage until the end of its next turn and is immobilized (save ends). R Ray of Cold Death (standard; at-will)  Cold, Necrotic Ranged 20; +26 vs. AC; 2d8 + 8 cold and necrotic damage, or 4d8 + 8 cold and necrotic damage if the target is bloodied. R Worm's Feast (standard; recharge  )  Illusion Ranged 5; the target is tricked into believing that worms are devouring its flesh; +26 vs. Will; 4d10 + 8 damage. If this damage doesn't reduce the target to 0 or fewer hit points, the target takes no damage but is stunned until the end of its next turn. A Withering Flame (standard; at-will)  Fire , Necrotic Area burst 1 within 20; +24 vs. Reflex; 2d6 + 8 fire and necrotic damage. Squeezing Swarm By altering its shape, a larva mage can squeeze through small openings as if it were a Tiny creature (see Squeeze, Player's Handbook 292). Alignment Evil Languages Common Skills Arcana +23, History +23, Religion +23 Str 14 (+12) Dex 16 (+13) Wis 14 (+12) Con 20 (+15) Int 26 (+18) Cha 15 (+12)","HP 304; Bloodied 152 ","33","Perception +12 ","6","27","205",""
"28","Medium natural humanoid (undead) XP 2,000 ","24","218","+8"," Action Points 1 r Shadow Ray (standard; at-will)  Necrotic Ranged 20; +18 vs. Reflex; 2d8 + 6 necrotic damage. A Frostburn (standard; sustainnor; recharge   )  Cold, Necrotic , Zone Area burst 2 within 20; +18 vs. Fortitude; 3d8 + 6 cold and necrotic damage. The burst creates a zone that lasts until the end of the lich's next turn. The zone is considered difficult terrain. Any creature that starts its turn within the zone takes 10 cold and necrotic damage. The lich can sustain or dismiss the zone as a minor action. Indestructible When a lich is reduced to 0 hit points, its body and possessions crumble into dust, but it is not destroyed. It reappears (along with its possessions) in 1d10 days within 1 square of its phylactery, unless the phylactery is also found and destroyed. Second Wind (standard; encounter)  Healing The lich spends a healing surge and regains 54 hit points. The lich gains a +2 bonus to all defenses until the start of its next turn. Alignment Evil Languages Abyssal, Common Skills Arcana +18, History +18, Insight +13 Str 11 (+7) Dex 12 (+8) Wis 13 (+8) Con 14 (+9) Int 22 (+13) Cha 18 (+11)","HP 218; Bloodied 109 Regeneration 10 (if the lich takes radiant damage, regeneration doesn't function on its next turn) ","28","Perception +8; darkvision Necrotic Aura (Necrotic) aura 5; any living creature that enters or starts its turn in the aura takes 5 necrotic damage. ","6","26","206",""
